District,Year,Respiratory_Cases,Emergency_Visits,Hospital_Admissions,Avg_Treatment_Cost_NPR
Kaski,2023,230,113,92,44972
Kaski,2020,532,154,32,34519
Kaski,2020,789,28,71,11311
Kaski,2024,595,185,67,6247
Kaski,2021,211,195,68,48828
Kaski,2019,153,99,81,39553
Kaski,2020,482,55,34,27039
Kaski,2020,137,160,47,22063
Kaski,2024,744,118,53,32730
Kaski,2020,650,134,81,7562
Kaski,2024,69,125,8,32333
Kaski,2020,592,173,62,9821
Kaski,2022,225,104,87,31572
Kaski,2019,379,21,91,22480
Kaski,2019,93,140,13,6220
Kaski,2024,121,150,65,45282
Kaski,2021,147,108,37,6514
Kaski,2020,591,176,76,23347
Kaski,2020,915,121,33,34058
Kaski,2026,379,162,72,40596
Kaski,2021,189,105,53,14581
Kaski,2022,792,124,36,40420
Kaski,2023,469,95,48,23560
Kaski,2019,837,36,43,37584
Kaski,2022,715,76,50,21584
Kaski,2024,277,103,92,5807
Kaski,2019,735,96,95,46249
Kaski,2022,557,160,62,8461
Kaski,2023,378,109,76,45277
Kaski,2019,578,14,16,15085
Kaski,2025,953,107,36,10718
Kaski,2021,446,101,83,29902
Kaski,2026,371,31,91,21392
Kaski,2020,639,31,70,44927
Kaski,2026,160,24,35,16559
Kaski,2024,546,17,19,40957
Kaski,2025,240,184,12,27531
Kaski,2021,312,174,54,28198
Kaski,2021,882,172,27,45407
Kaski,2026,899,120,7,36290
Kaski,2026,428,19,20,28894
Kaski,2026,948,109,76,15127
Kaski,2019,146,165,63,45767
Kaski,2022,266,152,26,20593
Kaski,2019,426,59,49,20745
Kaski,2020,590,39,44,18157
Kaski,2020,54,139,18,35200
Kaski,2021,57,50,11,29448
Kaski,2026,344,135,70,11583
Kaski,2019,944,65,67,7308
Kaski,2020,208,91,79,9763
Kaski,2024,564,187,50,21953
Kaski,2024,248,160,74,16733
Kaski,2024,234,54,60,26941
Kaski,2020,344,19,10,27263
Kaski,2020,496,63,79,40779
Kaski,2026,135,36,89,28896
Kaski,2026,613,132,44,5689
Kaski,2021,360,165,47,11353
Kaski,2024,540,76,50,24840
Kaski,2026,870,169,42,39000
Kaski,2026,410,181,7,10940
Kaski,2019,191,42,88,8667
Kaski,2019,238,190,34,45963
Kaski,2026,613,143,25,34292
Kaski,2021,436,185,94,30342
Kaski,2025,368,29,47,21390
Kaski,2022,337,14,93,25214
Kaski,2024,194,55,86,41407
Kaski,2019,857,23,56,36791
Kaski,2023,874,61,28,33113
Kaski,2021,198,115,9,47391
Kaski,2026,482,52,87,29386
Kaski,2020,677,177,66,15847
Kaski,2019,943,122,47,40763
Kaski,2019,129,66,38,32609
Kaski,2023,555,162,37,45175
Kaski,2023,188,75,72,15493
Kaski,2022,427,80,90,26880
Kaski,2023,494,105,64,16458
Kaski,2019,81,89,17,49322
Kaski,2021,663,94,82,9015
Kaski,2020,232,99,6,45513
Kaski,2021,429,10,35,30397
Kaski,2021,215,187,92,41586
Kaski,2022,406,167,84,8952
Kaski,2021,563,91,80,15245
Kaski,2022,341,47,40,41303
Kaski,2023,272,111,40,45750
Kaski,2025,57,59,79,10140
Kaski,2026,807,112,65,48980
Kaski,2020,120,85,44,20299
Kaski,2022,312,57,98,22962
Kaski,2023,915,148,82,12185
Kaski,2021,578,102,43,9380
Kaski,2023,351,115,15,25239
Kaski,2021,549,166,49,45167
Kaski,2021,471,147,34,33835
Kaski,2025,174,40,42,24112
Kaski,2023,815,76,70,6464
Kaski,2020,540,147,9,47787
Kaski,2022,112,138,8,13990
Kaski,2026,471,21,63,41399
Kaski,2023,99,132,62,19814
Kaski,2026,411,80,83,41516
Kaski,2019,321,196,41,9031
Kaski,2025,655,199,52,37984
Kaski,2021,335,171,11,48155
Kaski,2019,227,75,5,48621
Kaski,2023,317,134,38,8815
Kaski,2024,558,78,84,10751
Kaski,2024,148,28,48,47736
Kaski,2021,664,43,7,49151
Kaski,2019,469,148,65,49288
Kaski,2023,613,32,21,31651
Kaski,2026,618,107,86,25137
Kaski,2022,609,118,30,38149
Kaski,2023,260,78,56,41270
Kaski,2021,522,195,35,49852
Kaski,2019,522,48,47,21012
Kaski,2019,693,159,85,40117
Kaski,2025,728,199,59,42601
Kaski,2026,575,137,9,42478
Kaski,2021,484,76,34,17239
Kaski,2021,473,129,9,22983
Kaski,2023,123,197,26,28130
Kaski,2019,177,162,6,23843
Kaski,2022,850,111,84,46754
Kaski,2025,596,181,34,36388
Kaski,2022,300,197,70,43512
Kaski,2024,133,105,44,33280
Kaski,2026,800,166,12,43143
Kaski,2020,550,188,61,24826
Kaski,2020,497,57,33,18735
Kaski,2021,658,46,76,25691
Kaski,2022,165,145,27,29098
Kaski,2024,338,101,13,9270
Kaski,2023,487,115,38,48165
Kaski,2020,830,173,84,38334
Kaski,2026,305,18,26,5359
Kaski,2024,701,179,98,48962
Kaski,2023,799,184,53,18208
Kaski,2023,170,24,13,16848
Kaski,2019,650,152,5,39504
Kaski,2021,338,180,8,40241
Kaski,2022,602,164,64,37471
Kaski,2020,77,60,24,31224
Kaski,2024,679,156,45,49492
Kaski,2026,862,16,66,49398
Kaski,2023,227,71,54,48205
Kaski,2024,619,141,24,40050
Kaski,2019,622,180,19,49553
Kaski,2021,781,149,30,9164
Kaski,2021,322,134,53,49357
Kaski,2020,911,15,22,5623
Kaski,2025,147,157,73,20311
Kaski,2024,742,41,61,33529
Kaski,2025,639,37,67,12188
Kaski,2019,74,74,67,47667
Kaski,2023,235,114,77,37903
Kaski,2024,635,44,70,23075
Kaski,2022,398,113,63,22865
Kaski,2021,854,84,28,9045
Kaski,2019,926,110,26,48270
Kaski,2024,824,23,44,32901
Kaski,2025,289,164,56,16277
Kaski,2023,407,41,79,11137
Kaski,2020,800,190,79,49656
Kaski,2021,290,145,80,24668
Kaski,2024,191,196,52,36204
Kaski,2022,783,26,41,13118
Kaski,2024,904,24,83,26220
Kaski,2019,161,86,83,14420
Kaski,2025,949,150,50,30644
Kaski,2023,163,118,80,8823
Kaski,2023,492,136,92,10230
Kaski,2024,849,10,83,30036
Kaski,2022,283,162,78,42375
Kaski,2021,417,19,76,10430
Kaski,2020,451,153,98,32174
Kaski,2020,727,124,57,9087
Kaski,2020,175,178,77,19632
Kaski,2019,335,54,53,11847
Kaski,2022,373,196,93,28507
Kaski,2024,438,153,33,18967
Kaski,2023,208,188,21,38492
Kaski,2020,831,106,77,30426
Kaski,2023,510,165,93,11959
Kaski,2019,905,39,25,45157
Kaski,2020,554,106,17,35836
Kaski,2021,531,159,96,37128
Kaski,2026,558,29,16,32165
Kaski,2022,876,62,11,38897
Kaski,2022,633,93,86,11688
Kaski,2026,242,28,62,12365
Kaski,2021,860,67,36,12728
Kaski,2025,181,64,24,27193
Kaski,2026,433,163,9,49443
Kaski,2020,377,94,52,43553
Kaski,2020,444,162,85,37554
Kaski,2026,506,20,77,10269
Kaski,2025,587,54,31,41091
Kaski,2025,505,62,42,20476
Kaski,2020,931,174,62,12740
Kaski,2025,428,135,11,21043
Kaski,2021,103,65,36,28507
Kaski,2023,146,26,97,32787
Kaski,2026,374,53,48,35250
Kaski,2026,738,93,13,7680
Kaski,2020,679,128,89,9877
Kaski,2023,459,132,60,43978
Kaski,2019,552,179,68,39334
Kaski,2023,300,40,77,12444
Kaski,2025,537,37,37,29589
Kaski,2021,377,128,10,7636
Kaski,2023,225,50,61,29362
Kaski,2024,867,62,52,17041
Kaski,2022,900,88,30,40798
Kaski,2021,116,121,52,44205
Kaski,2026,450,126,74,45438
Kaski,2022,414,35,22,30991
Kaski,2020,400,38,17,39268
Kaski,2025,352,115,65,32695
Kaski,2024,275,113,94,5985
Kaski,2025,93,121,36,41841
Kaski,2023,78,11,14,29601
Kaski,2021,685,193,19,43597
Kaski,2025,796,39,87,19725
Kaski,2022,505,157,49,39462
Kaski,2024,431,86,50,47981
Kaski,2019,274,92,45,36512
Kaski,2025,752,73,7,45001
Kaski,2023,590,124,77,39028
Kaski,2024,343,79,79,14325
Kaski,2025,848,76,30,7051
Kaski,2019,66,133,52,35912
Kaski,2026,604,48,25,34874
Kaski,2020,471,118,16,22361
Kaski,2021,626,199,52,18726
Kaski,2021,691,113,78,26079
Kaski,2022,258,139,68,13068
Kaski,2023,544,193,94,5568
Kaski,2026,452,10,93,31260
Kaski,2020,183,34,55,10317
Kaski,2019,417,19,38,8402
Kaski,2021,915,76,89,14701
Kaski,2025,455,190,19,23650
Kaski,2024,408,132,32,26594
Kaski,2026,916,131,38,44444
Kaski,2024,177,59,91,25241
Kaski,2023,681,43,14,7955
Kaski,2024,74,160,30,46362
Kaski,2024,269,50,34,24614
Kaski,2024,948,151,25,42777
Kaski,2022,821,164,38,20843
Kaski,2019,699,164,68,20158
Kaski,2019,627,91,26,46035
Kaski,2023,313,163,38,10323
Kaski,2026,80,106,25,17015
Kaski,2020,862,48,19,49493
Kaski,2025,762,113,44,40958
Kaski,2022,644,79,95,27690
Kaski,2022,929,28,81,35944
Kaski,2022,192,48,32,24388
Kaski,2025,659,155,81,44437
Kaski,2026,386,130,10,20029
Kaski,2022,498,45,25,8305
Kaski,2024,950,39,46,45192
Kaski,2026,214,51,61,13463
Kaski,2025,781,116,46,9298
Kaski,2020,210,40,60,44785
Kaski,2024,662,14,17,42078
Kaski,2023,218,119,19,9879
Kaski,2024,731,57,77,9547
Kaski,2020,675,173,52,23464
Kaski,2026,544,173,89,14243
Kaski,2019,708,125,95,11605
Kaski,2020,203,18,87,16886
Kaski,2026,278,67,70,26557
Kaski,2024,298,121,13,28358
Kaski,2020,671,54,58,35979
Kaski,2021,527,162,20,31486
Kaski,2020,452,76,93,12728
Kaski,2023,697,62,71,34916
Kaski,2026,747,122,49,49791
Kaski,2019,534,24,66,25230
Kaski,2025,578,198,18,39679
Kaski,2024,533,74,83,45471
Kaski,2021,869,153,54,45197
Kaski,2022,934,59,30,17795
Kaski,2024,455,173,55,39365
Kaski,2023,880,176,40,30563
Kaski,2025,385,141,31,27107
Kaski,2026,907,110,49,31420
Kaski,2021,819,161,28,28509
Kaski,2021,219,192,66,39395
Kaski,2023,929,145,56,37510
Kaski,2022,817,176,8,29310
Kaski,2024,840,45,45,17581
Kaski,2021,560,34,37,38176
Kaski,2019,102,32,58,10066
Kaski,2024,952,189,14,47973
Kaski,2023,233,102,28,45952
Kaski,2020,688,175,79,7457
Kaski,2019,397,39,89,45026
Kaski,2020,349,164,48,48166
Kaski,2020,813,188,43,28106
Kaski,2020,597,16,83,45143
Kaski,2020,937,29,13,32185
Kaski,2022,677,46,11,19152
Kaski,2022,633,44,35,40990
Kaski,2020,225,45,23,5342
Kaski,2024,837,71,88,7979
Kaski,2021,936,37,28,46529
Kaski,2021,564,182,59,26787
Kaski,2026,768,156,78,12613
Kaski,2019,658,59,64,17764
Kaski,2022,101,117,33,26279
Kaski,2025,477,84,90,14355
Kaski,2020,643,169,41,41953
Kaski,2026,572,67,42,15924
Kaski,2019,282,86,99,28889
Kaski,2023,539,188,55,10979
Kaski,2023,357,20,78,47733
Kaski,2021,563,31,31,17546
Kaski,2021,294,98,5,12221
Kaski,2020,271,167,70,25404
Kaski,2020,425,148,53,23228
Kaski,2020,658,152,72,22236
Kaski,2022,600,152,95,30612
Kaski,2024,874,149,57,6931
Kaski,2025,265,29,75,20451
Kaski,2022,202,81,87,6233
Kaski,2022,342,35,12,40061
Kaski,2021,573,17,71,22162
Kaski,2024,637,18,38,5762
Kaski,2024,878,158,9,45313
Kaski,2025,146,164,59,31045
Kaski,2026,666,117,69,18356
Kaski,2020,476,188,68,33368
Kaski,2024,750,191,9,13454
Kaski,2025,505,147,34,15706
Kaski,2022,113,53,92,13348
Kaski,2026,548,69,96,43714
Kaski,2023,678,165,98,6090
Kaski,2023,802,45,31,12259
Kaski,2019,937,92,61,32807
Kaski,2020,178,85,25,13211
Kaski,2022,431,116,46,33132
Kaski,2024,228,39,19,43112
Kaski,2026,383,133,32,18201
Kaski,2025,470,166,80,5919
Kaski,2024,350,71,63,41486
Kaski,2022,705,87,39,40103
Kaski,2023,723,112,79,32480
Kaski,2025,455,38,40,20807
Kaski,2024,587,170,87,16169
Kaski,2019,388,179,88,28040
Kaski,2026,509,62,65,24358
Kaski,2025,456,132,45,27177
Kaski,2021,615,21,46,15102
Kaski,2023,654,53,25,19523
Kaski,2024,169,23,46,28705
Kaski,2021,862,76,59,29184
Kaski,2021,796,149,99,14421
Kaski,2021,706,83,18,14192
Kaski,2021,177,134,70,22401
Kaski,2023,929,86,27,29381
Kaski,2020,188,63,17,21736
Kaski,2026,828,171,62,32441
Kaski,2026,707,182,72,9860
Kaski,2020,619,136,20,8706
Kaski,2022,94,78,61,19762
Kaski,2020,935,183,39,32347
Kaski,2021,735,61,10,40967
Kaski,2022,766,41,91,8564
Kaski,2021,158,18,43,8707
Kaski,2020,924,124,88,22976
Kaski,2025,180,22,11,24346
Kaski,2022,193,79,68,22171
Kaski,2022,588,141,35,48606
Kaski,2022,369,117,14,28959
Kaski,2024,850,103,20,20258
Kaski,2020,355,181,22,29992
Kaski,2021,240,40,40,32579
Kaski,2023,738,162,41,44846
Kaski,2026,877,179,98,49695
Kaski,2023,636,184,52,24416
Kaski,2025,673,100,60,6929
Kaski,2022,735,96,49,23538
Kaski,2023,498,85,73,17479
Kaski,2021,711,137,58,36329
Kaski,2020,388,73,61,26030
Kaski,2024,686,170,97,21800
Kaski,2020,525,166,83,19624
Kaski,2019,749,93,52,33173
Kaski,2022,928,64,80,38548
Kaski,2021,879,176,65,9158
Kaski,2021,118,104,66,43908
Kaski,2023,354,132,29,18751
Kaski,2025,794,154,51,20973
Kaski,2024,755,34,31,11791
Kaski,2019,452,80,7,33497
Kaski,2019,599,196,89,47559
Kaski,2019,93,188,22,16086
Kaski,2021,442,16,89,15414
Kaski,2019,88,78,46,37011
Kaski,2023,848,178,44,45272
Kaski,2019,824,122,15,44239
Kaski,2025,260,168,51,34964
Kaski,2025,363,135,75,36717
Kaski,2025,902,91,70,18332
Kaski,2026,554,163,36,45882
Kaski,2025,843,41,20,7796
Kaski,2024,860,102,99,29280
Kaski,2026,820,42,84,12298
Kaski,2025,672,150,81,37508
Kaski,2021,553,52,79,24781
Kaski,2022,932,17,85,46356
Kaski,2019,282,31,29,46643
Kaski,2021,346,61,27,27695
Kaski,2025,308,179,65,46201
Kaski,2023,71,142,63,19305
Kaski,2022,930,136,33,22027
Kaski,2021,291,79,50,18685
Kaski,2025,166,97,62,43343
Kaski,2025,326,180,79,25159
Kaski,2019,111,26,65,45278
Kaski,2021,151,71,64,40290
Kaski,2019,770,59,8,32870
Kaski,2019,284,58,19,33780
Kaski,2025,496,34,96,32614
Kaski,2026,398,178,24,16016
Kaski,2024,895,145,88,31862
Chitwan,2019,999,85,68,45702
Chitwan,2025,998,114,69,9485
Chitwan,2025,997,195,46,32506
Chitwan,2021,997,163,49,31906
Chitwan,2021,996,193,69,40771
Chitwan,2023,996,116,65,35154
Chitwan,2023,996,48,53,22240
Chitwan,2022,995,92,68,6925
Chitwan,2019,994,168,94,17818
Chitwan,2020,994,88,54,12456
Chitwan,2019,993,177,94,24310
Chitwan,2024,993,148,33,38185
Chitwan,2020,993,34,9,28044
Chitwan,2019,992,33,84,31524
Chitwan,2025,992,144,8,10476
Chitwan,2025,992,36,32,32050
Chitwan,2019,990,71,80,39386
Chitwan,2021,989,199,14,42275
Chitwan,2026,989,10,53,18887
Chitwan,2024,989,96,88,43398
Chitwan,2021,988,46,53,6014
Chitwan,2024,987,41,92,34847
Chitwan,2026,986,117,58,24880
Chitwan,2025,985,36,97,35866
Chitwan,2019,985,178,92,36691
Chitwan,2025,985,107,10,43815
Chitwan,2021,984,125,45,42447
Chitwan,2022,984,166,14,48522
Chitwan,2021,984,134,73,39622
Chitwan,2026,982,53,20,46009
Chitwan,2022,981,91,67,46624
Chitwan,2019,981,121,97,38972
Chitwan,2024,980,100,61,47762
Chitwan,2024,980,31,47,32722
Chitwan,2023,980,65,30,32905
Chitwan,2023,980,188,15,37480
Chitwan,2023,980,101,65,22927
Chitwan,2026,979,126,99,5543
Chitwan,2024,978,187,23,22549
Chitwan,2022,978,21,40,36224
Chitwan,2025,978,120,32,45072
Chitwan,2023,978,93,10,49834
Chitwan,2019,978,110,38,37969
Chitwan,2019,977,86,39,45676
Chitwan,2023,976,120,37,32967
Chitwan,2019,976,53,23,41816
Chitwan,2019,976,194,89,42606
Chitwan,2021,975,158,36,19068
Chitwan,2019,975,83,36,22688
Chitwan,2022,974,82,6,17796
Chitwan,2020,973,35,98,16885
Chitwan,2023,973,112,30,11332
Chitwan,2021,973,98,52,26974
Chitwan,2024,973,138,69,10921
Chitwan,2019,973,14,30,45754
Chitwan,2019,972,155,91,22900
Chitwan,2025,972,60,36,49781
Chitwan,2025,972,83,80,48812
Chitwan,2020,970,14,85,22868
Chitwan,2020,969,125,34,47047
Chitwan,2020,969,50,79,43313
Chitwan,2022,968,77,98,22202
Chitwan,2024,968,149,53,19416
Chitwan,2026,968,169,11,19761
Chitwan,2026,968,106,83,34028
Chitwan,2020,968,157,98,7734
Chitwan,2024,967,180,53,19749
Chitwan,2022,967,101,24,20442
Chitwan,2021,967,57,56,25462
Chitwan,2022,965,33,42,20328
Chitwan,2026,965,193,11,35152
Chitwan,2023,964,118,14,30740
Chitwan,2021,964,145,9,18256
Chitwan,2021,964,168,52,24809
Chitwan,2026,963,154,76,46251
Chitwan,2021,962,86,91,38006
Chitwan,2025,962,123,83,25385
Chitwan,2025,962,120,12,13764
Chitwan,2023,962,41,64,31083
Chitwan,2023,962,13,6,23844
Chitwan,2022,961,182,58,34112
Chitwan,2022,961,132,43,16166
Chitwan,2024,960,67,47,25195
Chitwan,2023,794,178,17,16988
Chitwan,2024,651,198,5,40340
Chitwan,2021,570,135,32,27034
Chitwan,2024,558,184,40,37006
Chitwan,2023,458,48,32,14636
Chitwan,2022,180,147,10,26745
Chitwan,2023,309,25,8,41370
Chitwan,2022,441,10,37,43020
Chitwan,2024,175,177,81,13018
Chitwan,2021,222,19,82,19493
Chitwan,2026,728,134,94,13450
Chitwan,2025,944,30,52,38650
Chitwan,2020,877,39,87,49151
Chitwan,2019,871,189,17,28603
Chitwan,2023,723,158,56,42966
Chitwan,2023,548,13,41,33789
Chitwan,2024,143,198,63,6298
Chitwan,2022,412,38,52,25838
Chitwan,2026,639,60,92,38786
Chitwan,2022,86,67,44,12514
Chitwan,2026,955,28,66,31483
Chitwan,2021,224,131,66,30616
Chitwan,2020,298,63,99,25667
Chitwan,2026,623,60,94,42462
Chitwan,2025,152,52,77,42363
Chitwan,2019,951,167,73,5777
Chitwan,2024,599,69,66,11967
Chitwan,2023,214,124,15,30781
Chitwan,2025,161,84,88,16009
Chitwan,2026,742,115,98,45139
Chitwan,2021,744,145,66,19120
Chitwan,2024,96,99,13,30592
Chitwan,2022,630,148,21,31084
Chitwan,2023,139,36,64,33354
Chitwan,2020,927,129,48,12209
Chitwan,2020,366,161,14,38220
Chitwan,2021,747,151,41,14640
Chitwan,2023,496,72,24,40323
Chitwan,2020,279,166,78,27958
Chitwan,2024,262,60,50,17205
Chitwan,2019,599,56,34,41596
Chitwan,2024,208,105,43,39473
Chitwan,2020,200,95,98,47999
Chitwan,2026,879,90,85,24512
Chitwan,2022,859,145,33,38372
Chitwan,2020,869,11,42,24481
Chitwan,2021,282,112,7,28085
Chitwan,2022,100,35,86,40860
Chitwan,2026,716,186,47,15871
Chitwan,2025,384,22,45,38355
Chitwan,2025,129,114,32,24669
Chitwan,2020,916,171,96,26573
Chitwan,2022,211,45,30,10466
Chitwan,2024,306,116,12,15462
Chitwan,2026,230,69,27,40498
Chitwan,2026,844,46,18,36227
Chitwan,2019,532,87,83,28283
Chitwan,2025,926,165,98,40226
Chitwan,2020,255,108,70,6825
Chitwan,2024,349,62,46,38762
Chitwan,2021,286,98,73,25801
Chitwan,2024,430,86,82,14416
Chitwan,2026,533,197,85,14281
Chitwan,2019,416,42,65,14978
Chitwan,2025,248,35,82,9989
Chitwan,2019,354,31,38,37414
Chitwan,2026,431,131,72,12202
Chitwan,2021,135,85,59,37066
Chitwan,2020,417,80,44,7449
Chitwan,2019,515,23,63,38075
Chitwan,2020,349,180,55,32747
Chitwan,2023,808,45,53,37657
Chitwan,2022,734,145,99,38930
Chitwan,2023,304,43,46,10577
Chitwan,2025,424,181,50,40750
Chitwan,2020,955,17,67,48992
Chitwan,2022,332,64,29,16392
Chitwan,2019,153,138,74,29878
Chitwan,2021,264,106,46,9076
Chitwan,2025,579,59,84,48150
Chitwan,2026,494,70,24,46249
Chitwan,2024,540,129,39,23090
Chitwan,2023,242,112,63,24963
Chitwan,2022,694,153,40,47778
Chitwan,2019,887,22,38,38739
Chitwan,2023,502,28,79,6296
Chitwan,2024,83,122,40,16837
Chitwan,2020,189,47,85,9405
Chitwan,2024,933,136,72,46318
Chitwan,2025,777,14,54,38643
Chitwan,2021,801,15,95,45823
Chitwan,2026,825,23,14,30019
Chitwan,2024,348,62,11,37649
Chitwan,2024,196,19,29,37168
Chitwan,2024,397,16,73,42147
Chitwan,2026,440,72,55,19291
Chitwan,2025,848,170,61,26742
Chitwan,2025,655,177,13,42453
Chitwan,2026,466,136,63,36141
Chitwan,2020,807,55,10,16154
Chitwan,2025,224,35,44,40257
Chitwan,2021,901,103,81,6140
Chitwan,2024,256,89,90,22279
Chitwan,2020,439,80,65,46452
Chitwan,2024,502,86,6,5198
Chitwan,2020,261,192,19,31227
Chitwan,2019,765,103,42,25727
Chitwan,2022,543,152,76,28236
Chitwan,2022,771,79,51,38922
Chitwan,2020,660,105,68,39456
Chitwan,2020,451,64,24,29317
Chitwan,2025,920,41,72,5661
Chitwan,2024,230,181,99,46256
Chitwan,2021,136,35,8,32949
Chitwan,2022,820,41,81,31868
Chitwan,2019,84,62,98,8581
Chitwan,2020,263,178,49,43646
Chitwan,2020,842,80,44,33650
Chitwan,2019,858,34,17,27285
Chitwan,2021,738,104,35,21419
Chitwan,2025,126,39,32,10409
Chitwan,2025,947,140,17,40132
Chitwan,2024,545,14,30,48894
Chitwan,2026,573,161,60,42404
Chitwan,2025,740,62,6,29211
Chitwan,2025,466,135,89,26909
Chitwan,2025,938,151,79,20769
Chitwan,2020,300,69,15,15697
Chitwan,2023,167,51,36,31046
Chitwan,2022,593,184,58,43613
Chitwan,2026,922,171,41,8844
Chitwan,2025,785,191,27,39081
Chitwan,2024,514,121,94,22051
Chitwan,2020,87,18,14,15036
Chitwan,2023,931,16,57,18156
Chitwan,2019,128,141,40,15334
Chitwan,2021,297,43,66,14098
Chitwan,2023,144,124,14,44829
Chitwan,2022,77,73,31,30861
Chitwan,2022,283,185,98,47891
Chitwan,2025,106,149,68,19839
Chitwan,2019,346,187,25,43133
Chitwan,2021,729,167,54,20137
Chitwan,2019,854,94,10,46740
Chitwan,2022,393,61,82,28509
Chitwan,2023,741,186,34,28114
Chitwan,2022,661,108,56,32256
Chitwan,2019,947,198,85,35278
Chitwan,2023,911,178,29,29505
Chitwan,2023,780,57,48,22019
Chitwan,2019,185,145,33,34955
Chitwan,2021,396,177,21,31756
Chitwan,2022,138,35,39,35391
Chitwan,2025,107,141,66,17705
Chitwan,2021,70,109,78,44918
Chitwan,2019,274,22,40,49210
Chitwan,2021,499,20,67,18816
Chitwan,2024,545,57,8,9082
Chitwan,2024,463,158,82,38732
Chitwan,2025,770,183,43,12218
Chitwan,2024,378,114,76,28159
Chitwan,2021,800,147,14,17567
Chitwan,2019,338,72,67,24777
Chitwan,2025,336,162,29,35594
Chitwan,2022,741,116,62,7331
Chitwan,2022,587,58,15,44834
Chitwan,2019,301,118,32,29337
Chitwan,2023,949,10,67,17539
Chitwan,2020,310,191,92,7095
Chitwan,2019,249,183,95,21062
Chitwan,2021,66,104,26,15230
Chitwan,2026,240,169,86,39973
Chitwan,2022,720,164,66,40756
Chitwan,2020,363,178,12,38086
Chitwan,2020,90,18,25,36789
Chitwan,2023,737,163,87,22290
Chitwan,2026,731,171,49,12208
Chitwan,2025,848,100,81,34533
Chitwan,2021,569,13,37,39502
Chitwan,2025,600,158,46,36473
Chitwan,2025,216,20,75,23044
Chitwan,2019,129,178,95,32717
Chitwan,2024,394,191,40,33551
Chitwan,2023,124,100,79,30087
Chitwan,2020,68,136,50,46945
Chitwan,2024,819,145,85,34433
Chitwan,2019,834,81,34,22743
Chitwan,2023,901,195,13,20941
Chitwan,2024,85,145,32,41285
Chitwan,2023,643,84,78,13538
Chitwan,2025,689,126,86,19030
Chitwan,2022,828,183,67,29192
Chitwan,2021,242,181,5,14991
Chitwan,2019,673,84,68,8859
Chitwan,2025,286,15,50,33879
Chitwan,2021,151,53,33,36976
Chitwan,2020,285,87,88,8589
Chitwan,2024,401,27,22,36285
Chitwan,2026,839,185,68,31068
Chitwan,2019,117,125,71,10149
Chitwan,2020,475,57,67,18390
Chitwan,2019,242,113,42,25704
Chitwan,2024,192,158,64,37512
Chitwan,2026,873,158,96,32099
Chitwan,2022,819,184,43,38633
Chitwan,2026,611,143,76,47565
Chitwan,2019,721,34,20,41884
Chitwan,2022,598,27,70,44462
Chitwan,2024,144,112,36,35577
Chitwan,2026,236,104,78,38097
Chitwan,2019,89,175,46,36067
Chitwan,2023,595,181,40,9770
Chitwan,2025,861,173,58,26183
Chitwan,2023,171,145,9,12015
Chitwan,2022,822,193,29,36520
Chitwan,2020,547,139,87,48980
Chitwan,2026,946,14,17,14162
Chitwan,2019,439,64,23,46670
Chitwan,2020,938,185,15,46670
Chitwan,2025,682,164,76,41337
Chitwan,2025,704,154,18,10747
Chitwan,2026,601,183,73,27167
Chitwan,2024,343,198,10,34507
Chitwan,2021,674,87,48,34183
Chitwan,2019,734,100,68,21720
Chitwan,2025,357,174,93,38723
Chitwan,2020,883,91,44,30133
Chitwan,2024,237,81,35,20788
Chitwan,2020,467,186,89,23389
Chitwan,2025,776,164,99,11599
Chitwan,2026,104,12,7,28099
Chitwan,2023,785,69,67,39895
Chitwan,2024,129,193,88,14424
Chitwan,2020,480,44,7,47666
Chitwan,2021,906,194,18,25694
Chitwan,2025,925,32,29,33555
Chitwan,2019,937,42,56,31907
Chitwan,2022,312,180,30,30564
Chitwan,2021,725,82,59,20372
Chitwan,2024,238,171,70,28998
Chitwan,2021,848,26,42,5253
Chitwan,2020,825,97,13,43562
Chitwan,2023,825,145,98,36703
Chitwan,2022,135,87,47,42759
Chitwan,2019,712,197,35,41032
Chitwan,2025,712,137,54,16602
Chitwan,2020,112,57,76,27664
Chitwan,2020,246,190,12,20274
Chitwan,2023,181,162,17,25260
Chitwan,2019,621,48,97,30950
Chitwan,2026,283,51,18,17029
Chitwan,2021,889,119,78,32030
Chitwan,2022,399,127,69,18125
Chitwan,2021,153,33,78,26010
Chitwan,2019,745,138,25,34991
Chitwan,2021,432,166,83,41194
Chitwan,2019,133,12,43,37564
Chitwan,2021,748,17,83,46261
Chitwan,2023,250,13,93,20739
Chitwan,2022,622,175,7,18982
Chitwan,2026,500,180,83,34149
Chitwan,2019,86,51,41,12831
Chitwan,2026,567,12,39,33325
Chitwan,2023,807,144,90,30713
Chitwan,2021,142,82,57,8570
Chitwan,2026,613,125,39,36175
Chitwan,2022,589,196,86,6689
Chitwan,2021,812,133,20,30448
Chitwan,2020,628,119,14,38373
Chitwan,2025,735,137,63,40247
Chitwan,2019,858,175,43,43256
Chitwan,2025,122,82,17,29004
Chitwan,2020,138,88,49,36627
Chitwan,2022,871,35,78,43163
